04/21/2021 08:55:05 PM Transfer{transferId=1, transferTypeID=0, transferStatusId=2, accountFrom=2001, accountTo=2002, amount=10}
04/22/2021 02:40:13 PM Account{accountId=2001, userId=1001, balance=676.00}
04/22/2021 02:40:13 PM Transfer{transferId=3003, transferTypeId=1, transferStatusId=1, accountFrom=2001, accountTo=2002, amount=20.00}
04/22/2021 02:40:13 PM Transfer{transferId=3010, transferTypeId=1, transferStatusId=1, accountFrom=2001, accountTo=2002, amount=20.00}
04/22/2021 02:40:13 PM Transfer{transferId=3012, transferTypeId=1, transferStatusId=1, accountFrom=2001, accountTo=2002, amount=30.00}
04/22/2021 02:40:13 PM Transfer{transferId=3013, transferTypeId=1, transferStatusId=1, accountFrom=2001, accountTo=2002, amount=30.00}
04/22/2021 02:40:13 PM Transfer{transferId=3014, transferTypeId=1, transferStatusId=1, accountFrom=2001, accountTo=2002, amount=30.00}
04/22/2021 02:40:13 PM Transfer{transferId=3015, transferTypeId=1, transferStatusId=1, accountFrom=2001, accountTo=2002, amount=30.00}
04/22/2021 02:40:13 PM Transfer{transferId=3016, transferTypeId=1, transferStatusId=1, accountFrom=2001, accountTo=2002, amount=30.00}
04/22/2021 02:40:13 PM Transfer{transferId=3017, transferTypeId=1, transferStatusId=1, accountFrom=2001, accountTo=2002, amount=30.00}
04/22/2021 02:40:13 PM Transfer{transferId=3018, transferTypeId=1, transferStatusId=1, accountFrom=2001, accountTo=2002, amount=30.00}
04/22/2021 02:40:13 PM Transfer{transferId=3019, transferTypeId=1, transferStatusId=1, accountFrom=2001, accountTo=2002, amount=99.00}
04/22/2021 02:40:13 PM Transfer{transferId=3029, transferTypeId=2, transferStatusId=2, accountFrom=2001, accountTo=2003, amount=111.00}
04/22/2021 02:40:13 PM Transfer{transferId=3030, transferTypeId=2, transferStatusId=2, accountFrom=2001, accountTo=2003, amount=75.00}
04/22/2021 02:40:13 PM Transfer{transferId=3031, transferTypeId=2, transferStatusId=2, accountFrom=2001, accountTo=2002, amount=99.00}
04/22/2021 02:40:13 PM Transfer{transferId=3032, transferTypeId=2, transferStatusId=2, accountFrom=2001, accountTo=2003, amount=100.00}
04/22/2021 02:40:55 PM Account{accountId=2001, userId=1001, balance=676.00}
04/22/2021 02:40:55 PM Transfer{transferId=3003, transferTypeId=1, transferStatusId=1, accountFrom=2001, accountTo=2002, amount=20.00}
04/22/2021 02:40:55 PM Transfer{transferId=3010, transferTypeId=1, transferStatusId=1, accountFrom=2001, accountTo=2002, amount=20.00}
04/22/2021 02:40:55 PM Transfer{transferId=3012, transferTypeId=1, transferStatusId=1, accountFrom=2001, accountTo=2002, amount=30.00}
04/22/2021 02:40:55 PM Transfer{transferId=3013, transferTypeId=1, transferStatusId=1, accountFrom=2001, accountTo=2002, amount=30.00}
04/22/2021 02:40:55 PM Transfer{transferId=3014, transferTypeId=1, transferStatusId=1, accountFrom=2001, accountTo=2002, amount=30.00}
04/22/2021 02:40:55 PM Transfer{transferId=3015, transferTypeId=1, transferStatusId=1, accountFrom=2001, accountTo=2002, amount=30.00}
04/22/2021 02:40:55 PM Transfer{transferId=3016, transferTypeId=1, transferStatusId=1, accountFrom=2001, accountTo=2002, amount=30.00}
04/22/2021 02:40:55 PM Transfer{transferId=3017, transferTypeId=1, transferStatusId=1, accountFrom=2001, accountTo=2002, amount=30.00}
04/22/2021 02:40:55 PM Transfer{transferId=3018, transferTypeId=1, transferStatusId=1, accountFrom=2001, accountTo=2002, amount=30.00}
04/22/2021 02:40:55 PM Transfer{transferId=3019, transferTypeId=1, transferStatusId=1, accountFrom=2001, accountTo=2002, amount=99.00}
04/22/2021 02:40:55 PM Transfer{transferId=3029, transferTypeId=2, transferStatusId=2, accountFrom=2001, accountTo=2003, amount=111.00}
04/22/2021 02:40:55 PM Transfer{transferId=3030, transferTypeId=2, transferStatusId=2, accountFrom=2001, accountTo=2003, amount=75.00}
04/22/2021 02:40:55 PM Transfer{transferId=3031, transferTypeId=2, transferStatusId=2, accountFrom=2001, accountTo=2002, amount=99.00}
04/22/2021 02:40:55 PM Transfer{transferId=3032, transferTypeId=2, transferStatusId=2, accountFrom=2001, accountTo=2003, amount=100.00}
04/22/2021 02:41:49 PM Account{accountId=2001, userId=1001, balance=676.00}
04/22/2021 02:41:49 PM Transfer{transferId=3003, transferTypeId=1, transferStatusId=1, accountFrom=2001, accountTo=2002, amount=20.00}
04/22/2021 02:41:49 PM Transfer{transferId=3010, transferTypeId=1, transferStatusId=1, accountFrom=2001, accountTo=2002, amount=20.00}
04/22/2021 02:41:49 PM Transfer{transferId=3012, transferTypeId=1, transferStatusId=1, accountFrom=2001, accountTo=2002, amount=30.00}
04/22/2021 02:41:49 PM Transfer{transferId=3013, transferTypeId=1, transferStatusId=1, accountFrom=2001, accountTo=2002, amount=30.00}
04/22/2021 02:41:49 PM Transfer{transferId=3014, transferTypeId=1, transferStatusId=1, accountFrom=2001, accountTo=2002, amount=30.00}
04/22/2021 02:41:49 PM Transfer{transferId=3015, transferTypeId=1, transferStatusId=1, accountFrom=2001, accountTo=2002, amount=30.00}
04/22/2021 02:41:49 PM Transfer{transferId=3016, transferTypeId=1, transferStatusId=1, accountFrom=2001, accountTo=2002, amount=30.00}
04/22/2021 02:41:49 PM Transfer{transferId=3017, transferTypeId=1, transferStatusId=1, accountFrom=2001, accountTo=2002, amount=30.00}
04/22/2021 02:41:49 PM Transfer{transferId=3018, transferTypeId=1, transferStatusId=1, accountFrom=2001, accountTo=2002, amount=30.00}
04/22/2021 02:41:49 PM Transfer{transferId=3019, transferTypeId=1, transferStatusId=1, accountFrom=2001, accountTo=2002, amount=99.00}
04/22/2021 02:41:49 PM Transfer{transferId=3029, transferTypeId=2, transferStatusId=2, accountFrom=2001, accountTo=2003, amount=111.00}
04/22/2021 02:41:49 PM Transfer{transferId=3030, transferTypeId=2, transferStatusId=2, accountFrom=2001, accountTo=2003, amount=75.00}
04/22/2021 02:41:49 PM Transfer{transferId=3031, transferTypeId=2, transferStatusId=2, accountFrom=2001, accountTo=2002, amount=99.00}
04/22/2021 02:41:49 PM Transfer{transferId=3032, transferTypeId=2, transferStatusId=2, accountFrom=2001, accountTo=2003, amount=100.00}
04/22/2021 02:42:20 PM Account{accountId=2001, userId=1001, balance=676.00}
04/22/2021 02:42:20 PM Transfer{transferId=3003, transferTypeId=1, transferStatusId=1, accountFrom=2001, accountTo=2002, amount=20.00}
04/22/2021 02:42:20 PM Transfer{transferId=3010, transferTypeId=1, transferStatusId=1, accountFrom=2001, accountTo=2002, amount=20.00}
04/22/2021 02:42:20 PM Transfer{transferId=3012, transferTypeId=1, transferStatusId=1, accountFrom=2001, accountTo=2002, amount=30.00}
04/22/2021 02:42:20 PM Transfer{transferId=3013, transferTypeId=1, transferStatusId=1, accountFrom=2001, accountTo=2002, amount=30.00}
04/22/2021 02:42:20 PM Transfer{transferId=3014, transferTypeId=1, transferStatusId=1, accountFrom=2001, accountTo=2002, amount=30.00}
04/22/2021 02:42:20 PM Transfer{transferId=3015, transferTypeId=1, transferStatusId=1, accountFrom=2001, accountTo=2002, amount=30.00}
04/22/2021 02:42:20 PM Transfer{transferId=3016, transferTypeId=1, transferStatusId=1, accountFrom=2001, accountTo=2002, amount=30.00}
04/22/2021 02:42:20 PM Transfer{transferId=3017, transferTypeId=1, transferStatusId=1, accountFrom=2001, accountTo=2002, amount=30.00}
04/22/2021 02:42:20 PM Transfer{transferId=3018, transferTypeId=1, transferStatusId=1, accountFrom=2001, accountTo=2002, amount=30.00}
04/22/2021 02:42:20 PM Transfer{transferId=3019, transferTypeId=1, transferStatusId=1, accountFrom=2001, accountTo=2002, amount=99.00}
04/22/2021 02:42:20 PM Transfer{transferId=3029, transferTypeId=2, transferStatusId=2, accountFrom=2001, accountTo=2003, amount=111.00}
04/22/2021 02:42:20 PM Transfer{transferId=3030, transferTypeId=2, transferStatusId=2, accountFrom=2001, accountTo=2003, amount=75.00}
04/22/2021 02:42:20 PM Transfer{transferId=3031, transferTypeId=2, transferStatusId=2, accountFrom=2001, accountTo=2002, amount=99.00}
04/22/2021 02:42:20 PM Transfer{transferId=3032, transferTypeId=2, transferStatusId=2, accountFrom=2001, accountTo=2003, amount=100.00}
04/22/2021 02:43:32 PM Account{accountId=2001, userId=1001, balance=676.00}
04/22/2021 02:43:32 PM Transfer{transferId=3003, transferTypeId=1, transferStatusId=1, accountFrom=2001, accountTo=2002, amount=20.00}
04/22/2021 02:43:32 PM Transfer{transferId=3010, transferTypeId=1, transferStatusId=1, accountFrom=2001, accountTo=2002, amount=20.00}
04/22/2021 02:43:32 PM Transfer{transferId=3012, transferTypeId=1, transferStatusId=1, accountFrom=2001, accountTo=2002, amount=30.00}
04/22/2021 02:43:32 PM Transfer{transferId=3013, transferTypeId=1, transferStatusId=1, accountFrom=2001, accountTo=2002, amount=30.00}
04/22/2021 02:43:32 PM Transfer{transferId=3014, transferTypeId=1, transferStatusId=1, accountFrom=2001, accountTo=2002, amount=30.00}
04/22/2021 02:43:32 PM Transfer{transferId=3015, transferTypeId=1, transferStatusId=1, accountFrom=2001, accountTo=2002, amount=30.00}
04/22/2021 02:43:32 PM Transfer{transferId=3016, transferTypeId=1, transferStatusId=1, accountFrom=2001, accountTo=2002, amount=30.00}
04/22/2021 02:43:32 PM Transfer{transferId=3017, transferTypeId=1, transferStatusId=1, accountFrom=2001, accountTo=2002, amount=30.00}
04/22/2021 02:43:32 PM Transfer{transferId=3018, transferTypeId=1, transferStatusId=1, accountFrom=2001, accountTo=2002, amount=30.00}
04/22/2021 02:43:32 PM Transfer{transferId=3019, transferTypeId=1, transferStatusId=1, accountFrom=2001, accountTo=2002, amount=99.00}
04/22/2021 02:43:32 PM Transfer{transferId=3029, transferTypeId=2, transferStatusId=2, accountFrom=2001, accountTo=2003, amount=111.00}
04/22/2021 02:43:32 PM Transfer{transferId=3030, transferTypeId=2, transferStatusId=2, accountFrom=2001, accountTo=2003, amount=75.00}
04/22/2021 02:43:32 PM Transfer{transferId=3031, transferTypeId=2, transferStatusId=2, accountFrom=2001, accountTo=2002, amount=99.00}
04/22/2021 02:43:32 PM Transfer{transferId=3032, transferTypeId=2, transferStatusId=2, accountFrom=2001, accountTo=2003, amount=100.00}
04/22/2021 02:46:49 PM Account{accountId=2001, userId=1001, balance=676.00}
04/22/2021 02:46:49 PM Transfer{transferId=3003, transferTypeId=1, transferStatusId=1, accountFrom=2001, accountTo=2002, amount=20.00}
